"疾病編號","疾病","層面","欄位","值","來源（文件名稱與網址）","資料日期","適用地區","來源差異或使用條件說明"
"22","弓形蟲感染症","人類","人類年通報數／發生率","待查：NIDSS 逐病互動查詢，由疾病監測承辦人補。","疾管署 NIDSS 傳染病統計資料查詢系統 https://nidss.cdc.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"22","弓形蟲感染症","人類","人傳人能力","一般不以人傳人傳播；可經母胎、移植或輸血等特殊途徑。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","人類","高風險／易感族群衝擊","孕婦、胎兒與免疫低下者是重要高風險族群。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","人類","法定傳染病分類／通報層級","待查：依主管機關現行資料逐病核對。","疾管署／農業部現行法規與公告入口 https://www.cdc.gov.tw/；https://www.moa.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"22","弓形蟲感染症","動物","動物族群致死率","多數中間宿主不呈明顯疾病；特定動物臨床嚴重度待查。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","動物","畜禽生產衝擊","待查：畜牧生產影響與我國情境。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","動物","宿主範圍廣度","貓科是終宿主；多種溫血動物可作中間宿主。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","動物","WOAH 通報疾病","待查：依 WOAH Terrestrial Animal Health Code 第 1.3 章逐病核對。","WOAH Terrestrial Animal Health Code https://www.woah.org/en/what-we-do/standards/codes-and-manuals/terrestrial-code-online-access/","待查：實際閱讀並核對日","全球","疾病專頁或舊網頁不等於現行 Listed disease；由動物衛生或 WOAH 聯絡窗口補核。"
"22","弓形蟲感染症","動物","國內動物疫情活躍度","待查：依主管機關現行資料逐病核對。","疾管署／農業部現行法規與公告入口 https://www.cdc.gov.tw/；https://www.moa.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"22","弓形蟲感染症","動物","野生動物保毒宿主","貓科排出卵囊；野生與家養貓科的角色需依地區查。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","環境","病媒存在與氣候適生性","非病媒傳播；未熟肉與貓糞污染食物或土壤為重要途徑。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","環境","環境存活／持久性","卵囊可在環境存活；實際期間受條件影響，待查。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","環境","氣候變遷敏感度","本次未蒐集：待查 氣候變遷敏感度 的可比較定義與資料。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"22","弓形蟲感染症","環境","跨境／境外移入風險","本次未蒐集：待查 跨境／境外移入風險 的可比較定義與資料。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"22","弓形蟲感染症","食安與抗藥性","食品鏈傳播關聯","本次未蒐集：待查 食品鏈傳播關聯 的可比較定義與資料。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"22","弓形蟲感染症","食安與抗藥性","抗微生物抗藥性關聯","本次未蒐集：待查 抗微生物抗藥性關聯 的可比較定義與資料。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"22","弓形蟲感染症","食安與抗藥性","食安事件頻率","本次未蒐集：待查 食安事件頻率 的可比較定義與資料。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"22","弓形蟲感染症","防治能力與資源","人用疫苗","無常規人用疫苗。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","防治能力與資源","動物疫苗","待查：動物疫苗及我國是否容易取得。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","防治能力與資源","人用有效治療","有藥物治療，但族群、病型與療程需依臨床指引。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","防治能力與資源","實驗室診斷能力與資源","待查：我國檢驗能力與資源。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","防治能力與資源","兩部門監測能力與資源","待補資料（補齊前不計分）：本次不評核，不能由公開頁面推論兩部門整合能力與資源。","疾管署與農業部官方入口（僅供負責單位循核准流程補件） https://www.cdc.gov.tw/；https://www.moa.gov.tw/","不適用（本次不評核）","我國","2026-09-10 演練討論結果：本次工作坊不使用此欄評分；不宣稱所有能力與資源資料均非公開，只是不以零散公開資訊推定內部整合能力與資源。由疾管署與農業部負責人員依核准流程補。"
"22","弓形蟲感染症","防治能力與資源","防治可行性（綜合）","食品充分加熱、處理貓砂與土壤防護、孕期風險衛教。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","防治能力與資源","跨部門合作現況","待查：本次未蒐集跨部門合作現況。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","社會安全","生物恐怖／管制病原","待查：依我國法規與管制清單核對。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"22","弓形蟲感染症","社會安全","經濟總負擔","待查：疾病負擔估計。","US CDC About Toxoplasmosis https://www.cdc.gov/toxoplasmosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
